"ITEM","CUSTOMER_NUMBER","WEEK","UNITS_SOLD"
142342,22302,2,24
142342,17925,1,24
142342,19735,2,24
142342,2957,4,24
142342,25418,3,24
142342,14524,1,24
142342,3812,1,16
142342,3812,3,48
142342,28504,2,24
142342,22300,1,24
142342,18333,1,24
142342,27654,2,24
142342,6141,5,24
142342,17023,3,24
142342,10498,4,24
142342,16423,1,24
142342,15941,4,24
142342,17262,1,81
142342,13815,2,24
142342,3052,3,24
142342,22808,2,24
142342,22808,4,24
142342,29664,3,24
142342,9098,2,24
142342,9098,4,24
142342,11070,2,24
142342,24092,3,24
142342,26010,1,41
142342,8676,2,24
142342,12465,1,61
142342,9461,3,24
142342,783,1,97
142342,20573,2,24
142342,19357,2,24
142342,10503,2,24
142342,8136,3,24
142342,24821,3,24
142342,12381,2,24
142342,28912,2,24
142342,13916,1,10
142342,23217,2,24
142342,9819,3,24
142342,14685,1,80
142342,20547,2,24
142342,20710,2,93
142342,12527,2,24
142342,26283,5,24
142342,20097,2,24
142342,22310,5,24
142342,14840,2,24
142342,13347,1,76
142342,21918,3,24
142342,11539,2,24
142342,25917,1,24
142342,8222,2,24
142342,23694,2,24
142342,9291,1,38
142342,5943,2,24
142342,19696,2,24
142342,5864,1,24
142342,15500,3,24
142342,14246,4,24
142342,18886,1,80
142342,6242,1,14
142342,1311,2,24
142342,10244,1,50
142342,1989,4,24
142342,28049,5,24
142342,15911,3,24
142342,1034,1,36
142342,1,2,24
142342,20825,2,24
142342,10642,2,24
142342,15355,1,24
142342,27278,2,24
142342,26336,3,24
142342,23704,1,24
142342,486,2,24
142342,19903,4,24
142342,15625,2,24
142342,19622,4,24
142342,20288,1,26
142342,28833,4,24
142342,3460,2,24
142342,9629,1,67
142342,16154,5,96
142342,15771,3,24
142342,1738,3,24
142342,1738,5,24
142342,13968,3,24
142342,27674,3,24
142342,15841,2,24
142342,21271,1,33
142342,17801,4,24
142342,22495,1,99
142342,3568,1,75
142342,3568,2,24
142342,3568,4,24
142342,8692,2,24
142342,2746,3,24
142342,13358,2,24
143384,10575,1,15
143384,22302,1,12
143384,1568,1,24
143384,25418,4,24
143384,4784,1,24
143384,4784,3,24
143384,18146,3,24
143384,3812,1,29
143384,17211,1,24
143384,29653,1,48
143384,17023,2,24
143384,4294,2,24
143384,19166,1,24
143384,21789,4,24
143384,19143,1,9
143384,22808,1,38
143384,22808,2,48
143384,8723,3,24
143384,20085,1,24
143384,16440,1,24
143384,14715,2,24
143384,15802,1,32
143384,8262,1,24
143384,15753,2,24
143384,29673,3,24
143384,838,1,24
143384,20928,2,24
143384,28312,1,23
143384,15456,3,24
143384,14217,1,62
143384,9819,3,24
143384,19561,1,65
143384,20097,3,24
143384,14840,2,24
143384,18777,1,39
143384,22459,3,24
143384,28567,2,24
143384,15317,1,24
143384,8222,4,24
143384,22723,2,24
143384,7317,5,24
143384,5476,3,24
143384,18301,1,51
143384,25833,3,24
143384,17898,1,96
143384,7664,2,24
143384,24519,2,24
143384,26753,2,24
143384,2596,2,24
143384,1493,1,72
143384,14337,1,44
143384,14337,4,24
143384,23691,2,24
143384,3046,2,24
143384,22003,1,81
143384,16804,1,24
143384,27456,2,24
143384,12977,2,24
143384,26239,1,24
143384,26239,2,24
143384,486,1,12
143384,15370,1,94
143384,10138,1,24
143384,24507,1,65
143384,3041,1,14
143384,1386,1,24
143384,25014,1,59
143384,15639,4,24
143384,17658,2,24
143384,1738,1,15
143384,13968,5,24
143384,3253,4,24
143384,4263,2,24
143384,17493,1,60
143384,19805,5,24
143384,24966,1,24
143384,7125,1,24
143384,27710,1,24
143384,12372,1,38
143384,2902,1,24
143384,17472,2,24
143384,24412,1,66
143384,22921,1,97
143384,29096,2,24
143384,2746,1,24
143384,5965,1,24
144034,22302,4,12
144034,29228,3,12
144034,13179,3,12
144034,29844,5,12
144034,8110,4,12
144034,18333,3,12
144034,26466,1,73
144034,7100,1,12
144034,5943,1,87
144034,28522,3,12
144034,10498,3,12
144034,22179,5,12
144034,7335,1,81
144034,24093,1,69
144034,29551,3,12
144034,27101,4,12
144034,15293,1,12
144034,11577,1,23
144034,725,1,12
144034,12081,1,9
144034,9098,1,12
144034,20085,1,12
144034,11070,1,97
144034,24657,1,12
144034,16440,1,67
144034,12465,4,12
144034,26084,3,12
144034,15802,1,56
144034,2123,3,12
144034,8136,2,12
144034,29571,3,12
144034,3076,3,12
144034,20925,1,12
144034,28312,1,46
144034,21586,3,12
144034,14217,3,12
144034,13641,1,12
144034,6499,4,12
144034,14685,2,12
144034,14849,3,12
144034,10938,3,12
144034,15820,3,12
144034,29805,2,12
144034,4358,2,12
144034,8649,1,83
144034,10679,1,34
144034,1492,2,12
144034,15599,1,88
144034,10737,5,12
144034,4171,2,12
144034,18482,3,12
144034,1078,3,12
144034,19826,3,12
144034,28049,3,12
144034,15911,3,12
144034,29208,4,12
144034,12977,3,12
144034,14457,1,24
144034,29701,4,12
144034,13266,5,12
144034,11,1,73
144034,2919,1,44
144034,3041,1,13
144034,7994,3,12
144034,20851,1,58
144034,23486,1,60
144034,13153,4,12
144034,17658,2,12
144034,28605,4,12
144034,1062,5,12
144034,3253,1,12
144034,22083,3,12
144034,17801,3,12
144034,7125,1,12
144034,27710,1,12
144034,3568,1,52
144034,25789,3,12
144034,23947,1,12
144034,1011,4,12
144034,29096,4,12
144034,2746,2,12
144906,6003,1,12
144906,26865,3,12
144906,20818,5,12
144906,17925,3,12
144906,12420,3,12
144906,8685,3,12
144906,4861,3,12
144906,15025,1,12
144906,13565,3,12
144906,17262,4,12
144906,29884,1,26
144906,1916,1,34
144906,11230,3,12
144906,17305,1,6
144906,20085,2,12
144906,12465,1,43
144906,14611,3,12
144906,22570,2,12
144906,15753,3,12
144906,24341,4,12
144906,13281,3,12
144906,14685,1,93
144906,20097,1,35
144906,16740,3,12
144906,22723,1,12
144906,24845,1,12
144906,14715,2,12
144906,29714,1,28
144906,15599,1,35
144906,10496,1,83
144906,23661,1,69
144906,1,3,12
144906,1967,5,12
144906,5336,1,12
144906,5651,5,12
144906,4976,2,12
144906,15639,1,12
144906,27674,1,27
144906,15841,2,12
144906,28867,1,12
144906,24142,1,84
144906,14827,3,12
144906,23947,1,16
144906,8880,4,12
144906,1011,2,12
144906,11979,1,29
146819,20464,3,12
146819,4899,3,79
146819,11470,3,12
146978,14892,3,12
146978,20818,1,51
146978,22566,2,12
146978,2957,5,12
146978,8609,1,5
146978,20378,1,91
146978,10065,3,12
146978,20464,4,12
146978,25549,1,12
146978,25549,2,12
146978,4909,2,12
146978,4861,1,18
146978,15737,3,81
146978,3581,4,12
146978,18924,3,12
146978,1916,3,12
146978,8723,4,12
146978,9098,4,12
146978,26010,1,36
146978,22876,3,12
146978,25082,4,12
146978,5143,3,12
146978,28912,1,12
146978,7085,4,12
146978,15521,3,12
146978,26283,1,12
146978,10938,3,24
146978,20760,1,57
146978,9687,1,12
146978,29805,1,24
146978,15687,4,12
146978,8649,1,12
146978,10679,1,12
146978,10679,3,12
146978,25833,1,48
146978,15599,1,6
146978,10496,1,84
146978,26753,3,12
146978,23661,3,12
146978,19544,2,12
146978,19826,3,12
146978,28049,3,12
146978,1034,1,34
146978,20434,5,12
146978,12418,1,12
146978,23155,2,12
146978,2596,2,12
146978,7786,3,12
146978,28052,3,12
146978,8790,4,12
146978,5853,5,12
146978,18736,1,83
146978,10422,1,12
146978,20288,1,53
146978,17226,3,12
146978,29545,3,12
146978,1738,3,12
146978,27674,1,70
146978,15346,3,12
146978,21425,2,12
146978,21271,2,12
146978,8692,1,22
146978,5732,4,12
147911,17925,3,12
147911,7195,5,12
147911,19735,1,12
147911,8609,1,52
147911,22300,1,56
147911,10065,1,29
147911,12131,1,12
147911,16210,1,12
147911,29514,3,12
147911,26466,1,12
147911,20464,3,12
147911,5943,1,3
147911,28522,2,12
147911,4861,1,7
147911,19166,2,12
147911,27013,1,12
147911,22527,2,12
147911,1916,3,12
147911,13732,1,12
147911,24092,2,12
147911,26084,1,89
147911,15802,1,26
147911,15753,3,12
147911,24300,1,89
147911,24341,1,12
147911,19894,2,12
147911,9359,4,12
147911,9976,1,12
147911,10679,3,12
147911,19617,4,12
147911,3270,1,12
147911,2806,2,12
147911,23155,1,12
147911,23691,3,12
147911,22160,1,12
147911,23704,5,12
147911,19903,3,12
147911,22418,3,12
147911,21771,1,16
147911,22133,1,54
147911,758,4,12
147911,17084,1,12
147911,16287,4,12
147911,29701,4,12
147911,25014,2,12
147911,7712,3,12
147911,4129,1,28
147911,16154,4,12
147911,17529,1,53
147911,13968,1,46
147911,15346,1,56
147911,21425,5,12
147911,19805,4,12
147911,21271,4,12
147911,24966,2,12
147911,15660,3,12
147911,17472,2,12
147911,1011,1,67
149353,14892,1,12
149353,13179,2,12
149353,2839,1,94
149353,17262,1,11
149353,29884,1,41
149353,24657,1,12
149353,12465,3,12
149353,569,1,12
149353,23379,5,12
149353,17127,4,12
149353,23217,5,12
149353,13863,3,12
149353,24845,3,12
149353,1492,1,60
149353,27688,1,21
149353,19696,2,12
149353,10244,2,12
149353,16828,1,47
149353,12613,1,42
149353,12613,3,12
149353,19903,2,12
149353,21771,3,12
149353,20916,2,12
149353,17658,4,12
149353,27674,1,67
149353,15346,1,50
149353,8692,1,35
149931,20710,2,94
150935,10065,1,83
150935,5943,1,53
150935,4909,3,24
150935,21789,2,24
150935,29850,1,24
150935,29884,5,24
150935,13315,1,94
150935,26899,2,24
150935,1916,1,16
150935,725,1,42
150935,11630,1,24
150935,5188,2,24
150935,15335,3,96
150935,4618,2,36
150935,14065,1,24
150935,24510,2,24
150935,20710,2,42
150935,5397,4,24
150935,9976,2,13
150935,29805,2,24
150935,25917,2,24
150935,7716,2,24
150935,5476,1,36
150935,8649,3,24
150935,6926,3,24
150935,26553,1,59
150935,10496,2,24
150935,29208,1,68
150935,1493,3,24
150935,7970,1,33
150935,20874,2,24
150935,20370,2,67
150935,15625,3,24
150935,19172,3,24
150935,17068,3,24
150935,21771,1,8
150935,21286,1,36
150935,20288,1,78
150935,3822,3,24
150935,29443,1,88
150935,12793,3,24
150935,9629,1,41
150935,27674,2,24
150935,11372,3,24
150935,4091,2,24
150935,29456,3,24
150935,27573,5,24
150935,17898,2,24
150935,10049,1,94
150935,1011,1,7
150935,23468,1,24
152478,13239,2,48
152478,20818,1,69
152478,22302,2,24
152478,5928,1,30
152478,1866,2,24
152478,3095,4,24
152478,22352,3,24
152478,28353,1,33
152478,3812,2,24
152478,3812,3,24
152478,24868,4,24
152478,18333,2,24
152478,10065,2,24
152478,2839,1,94
152478,16217,2,24
152478,16210,4,24
152478,15173,1,24
152478,8685,3,80
152478,26466,3,14
152478,7100,2,24
152478,5943,2,48
152478,27970,2,57
152478,19166,4,24
152478,13815,2,48
152478,13484,2,64
152478,19143,4,24
152478,27013,3,24
152478,25178,2,24
152478,13732,2,24
152478,9098,2,58
152478,20085,2,24
152478,28888,1,24
152478,24657,4,24
152478,24092,3,24
152478,26084,4,24
152478,14611,1,82
152478,14611,2,24
152478,20573,2,24
152478,8262,1,52
152478,5188,2,72
152478,2123,3,64
152478,539,1,67
152478,23667,2,24
152478,24290,2,96
152478,24290,4,24
152478,24300,1,24
152478,13281,1,43
152478,20469,2,41
152478,14685,1,24
152478,23335,3,60
152478,23335,5,24
152478,12527,2,24
152478,10281,2,24
152478,22310,1,6
152478,22310,2,24
152478,14992,1,24
152478,9687,2,24
152478,11539,2,24
152478,17697,2,72
152478,29805,1,24
152478,29805,2,72
152478,19564,2,24
152478,27542,5,24
152478,7317,2,24
152478,18763,3,24
152478,14715,2,24
152478,5834,1,20
152478,10679,4,24
152478,25833,1,49
152478,29714,1,13
152478,17681,1,24
152478,17681,3,24
152478,17898,1,24
152478,17078,2,24
152478,19696,3,96
152478,286,2,24
152478,15500,3,79
152478,15500,4,24
152478,18886,4,24
152478,19544,3,24
152478,2806,4,24
152478,11418,1,16
152478,1034,2,24
152478,12418,2,48
152478,1493,1,71
152478,1493,2,24
152478,28052,2,24
152478,16629,3,24
152478,15355,2,24
152478,27278,3,79
152478,1050,3,24
152478,12430,2,24
152478,5853,3,27
152478,6009,2,48
152478,26239,5,24
152478,19903,3,24
152478,4341,1,94
152478,19172,4,24
152478,20916,1,20
152478,16287,3,24
152478,20288,1,97
152478,3822,2,24
152478,7994,4,24
152478,24892,3,24
152478,24892,4,24
152478,13786,1,38
152478,29732,2,24
152478,24390,3,24
152478,19531,1,69
152478,9629,4,24
152478,29545,4,24
152478,17529,1,86
152478,1062,3,24
152478,15346,2,24
152478,10211,1,24
152478,25994,3,24
152478,24142,1,71
152478,25789,3,33
152478,1876,2,24
152478,8692,1,47
152478,8692,2,24
152478,23947,1,23
152478,29096,3,83
153783,17211,4,24
153783,25549,1,24
153783,3581,3,24
153783,19166,2,24
153783,2123,2,24
153783,8136,4,24
153783,19894,5,24
153783,14685,3,24
153783,20710,2,88
153783,28567,3,48
153783,22723,5,24
153783,24805,2,24
153783,25,3,24
153783,29714,1,55
153783,19617,1,3
153783,6361,1,3
153783,23595,1,92
153783,28433,1,68
153783,23707,2,49
153783,22160,3,24
153783,23962,3,24
153783,21286,1,77
153783,19622,1,66
153783,7712,1,88
153783,19531,1,23
153783,13153,1,24
153783,1060,1,46
153783,18557,2,24
153783,7125,3,24
153783,12372,1,32
153783,5525,1,24
153783,8692,1,82
154394,8072,1,37
154394,22302,1,54
154394,19025,4,24
154394,22300,1,54
154394,3952,2,24
154394,16217,1,46
154394,19922,3,24
154394,15802,1,28
154394,19512,1,68
154394,14084,1,27
154394,18244,1,10
154394,9359,1,15
154394,5476,1,4
154394,5834,3,24
154394,26553,1,57
154394,10496,1,35
154394,15500,1,24
154394,11418,1,38
154394,16804,3,24
154394,17068,3,24
154394,10138,4,24
154394,19622,2,24
154394,9149,3,24
154394,28867,1,31
154394,21313,3,24
155517,22302,4,24
155517,5928,1,85
155517,1866,2,24
155517,29844,1,57
155517,18333,2,24
155517,12131,1,76
155517,16217,1,37
155517,7953,4,24
155517,25549,1,69
155517,19143,1,24
155517,26899,3,24
155517,19410,1,24
155517,19410,2,24
155517,20573,1,47
155517,539,1,15
155517,13253,1,24
155517,21130,1,24
155517,21130,4,24
155517,9363,2,24
155517,21378,3,24
155517,8113,2,24
155517,22959,3,24
155517,13916,1,9
155517,13916,3,24
155517,13281,1,18
155517,23217,1,24
155517,15456,1,24
155517,15456,2,24
155517,20710,2,26
155517,10938,3,24
155517,20097,4,24
155517,22310,1,37
155517,9359,1,2
155517,28567,1,84
155517,28567,2,24
155517,25,2,24
155517,19617,2,24
155517,27688,1,46
155517,4171,4,24
155517,9291,4,24
155517,4348,1,23
155517,20139,2,24
155517,23595,1,39
155517,18482,4,24
155517,26753,4,24
155517,9481,1,45
155517,15113,2,24
155517,7970,1,40
155517,20874,2,24
155517,22160,2,24
155517,3996,4,24
155517,7013,1,28
155517,14457,1,79
155517,11840,3,24
155517,29701,3,24
155517,13266,1,14
155517,13266,2,24
155517,510,1,51
155517,7994,3,24
155517,23486,3,24
155517,5671,4,24
155517,15771,3,24
155517,17529,4,24
155517,1738,1,24
155517,13968,1,79
155517,11019,1,24
155517,7064,1,24
155517,28833,3,24
155517,22495,1,93
155517,8692,1,50
155517,24412,1,79
155517,23947,1,6
155806,22846,2,24
156054,12131,1,24
156054,27688,2,24
156054,286,2,24
156054,26189,4,24
158372,24513,3,67
158372,3095,3,24
158372,28353,1,75
158372,7564,1,6
158372,7564,3,24
158372,8609,5,66
158372,9842,2,79
158372,18333,2,16
158372,18333,3,24
158372,3952,3,74
158372,12131,3,66
158372,29653,2,44
158372,25087,3,81
158372,7100,1,56
158372,28062,1,52
158372,28062,3,44
158372,12818,3,24
158372,10498,1,34
158372,9738,2,68
158372,13815,2,20
158372,24093,3,24
158372,22808,1,50
158372,22808,2,99
158372,24092,2,64
158372,15802,1,7
158372,14611,1,100
158372,10503,3,24
158372,21130,1,38
158372,13538,4,24
158372,9363,4,10
158372,21378,3,24
158372,23667,3,67
158372,13916,3,24
158372,24290,2,17
158372,24290,3,42
158372,20925,3,73
158372,8561,2,88
158372,4618,2,84
158372,4618,3,24
158372,20547,1,46
158372,14849,1,29
158372,23335,3,24
158372,26283,2,91
158372,9385,3,41
158372,15820,1,28
158372,26685,2,17
158372,26685,3,96
158372,7716,1,99
158372,4358,2,6
158372,11883,3,79
158372,15599,1,31
158372,4987,2,30
158372,4987,3,27
158372,26553,3,71
158372,3147,1,31
158372,24519,3,24
158372,26753,3,57
158372,1352,1,65
158372,1989,4,41
158372,29208,1,36
158372,29208,3,94
158372,1625,1,8
158372,20434,2,14
158372,23707,3,24
158372,19903,3,24
158372,19172,3,24
158372,22133,3,15
158372,3822,5,15
158372,17701,3,24
158372,28833,1,48
158372,12793,4,24
158372,6257,3,24
158372,19531,4,24
158372,3481,4,14
158372,1060,1,58
158372,27674,1,95
158372,11372,3,24
158372,15028,2,6
158372,15028,3,55
158372,17493,1,61
158372,19805,3,24
158372,18557,1,79
158372,18557,3,24
158372,22495,1,96
158372,27710,3,24
158372,22599,5,28
158372,13600,1,13
159408,24513,4,24
159408,20928,2,24
159408,20916,1,30
160136,24513,1,24
160136,7564,2,24
160136,2839,2,24
160136,28777,2,24
160136,19922,3,24
160136,9738,2,24
160136,22179,5,24
160136,3581,4,24
160136,19166,3,24
160136,17262,1,6
160136,24614,3,24
160136,28912,2,24
160136,20928,1,24
160136,13281,5,24
160136,18244,2,24
160136,6499,4,24
160136,16740,1,24
160136,15687,2,24
160136,22723,2,24
160136,4348,3,24
160136,15911,2,24
160136,29208,4,24
160136,2596,2,24
160136,15355,3,24
160136,12977,4,24
160136,5853,2,24
160136,19622,5,24
160136,24507,2,24
160136,13266,2,24
160136,19531,1,25
160136,1201,2,24
160136,17898,2,24
160136,22921,1,35
160136,10049,2,24
160136,5732,4,24
160960,8072,1,22
160960,22302,2,7880
160960,20642,1,100
160960,16210,4,7880
160960,25549,1,7880
160960,28696,1,70
160960,11630,3,7880
160960,8676,2,7880
160960,14378,1,54
160960,19512,1,58
160960,24510,3,7880
160960,13863,3,7880
160960,20710,4,7880
160960,4358,4,7880
160960,15959,1,39
160960,19696,3,7880
160960,6361,2,7880
160960,510,1,7880
160960,1738,1,7880
160960,24412,1,6
161105,8072,1,14
161105,5928,1,2
161105,29844,1,74
161105,6312,3,2
161105,22352,1,87
161105,7100,2,3
161105,15025,3,2
161105,11577,1,25
161105,3052,1,1
161105,1916,1,43
161105,20085,1,3
161105,21127,5,3
161105,14669,3,1
161105,14669,4,1
161105,19357,3,2
161105,21378,3,2
161105,23335,1,2
161105,20097,1,2
161105,16740,4,2
161105,16740,5,1
161105,20760,4,2
161105,9976,4,1
161105,5731,3,4
161105,22723,1,2
161105,8069,1,2
161105,25119,1,1
161105,27394,1,79
161105,26005,3,2
161105,23691,4,3
161105,11702,5,1
161105,16804,1,2
161105,16804,2,2
161105,1050,3,1
161105,7970,1,47
161105,20288,1,88
161105,21733,1,22
161105,20851,1,1
161105,23486,4,1
161105,28558,3,1
161105,15639,1,36
161105,21425,4,2
161105,9149,3,1
161105,21271,3,1
161105,28867,1,2
161105,3568,1,60
161105,1876,4,2
161105,23468,1,76
161105,13358,1,1
163249,15687,1,1
163249,11883,2,1
163249,5864,4,5
163249,3041,1,39
163249,21313,5,2
164590,2596,4,3
165967,1636,5,94
167128,6926,2,1
167128,1201,3,3
167550,20818,1,43
167550,29228,3,1
167550,28504,3,1
167550,18333,2,1
167550,4294,4,1
167550,11230,4,2
167550,725,2,2
167550,26010,2,1
167550,10503,2,1
167550,8136,4,57
167550,22876,1,63
167550,6638,4,1
167550,7085,4,1
167550,14065,2,2
167550,26053,3,3
167550,13863,2,1
167550,12940,2,1
167550,13347,1,38
167550,20760,3,1
167550,9359,5,1
167550,15317,2,2
167550,7106,1,2
167550,15599,1,17
167550,4171,4,1
167550,20139,2,1
167550,16828,2,1
167550,1736,2,12
167550,22133,4,3
167550,9674,2,1
167550,3041,1,66
167550,3041,2,1
167550,25089,1,1
167550,23486,3,1
167550,27710,2,9
167550,5732,2,1
169766,3486,1,13
169766,3486,2,1
169766,5928,4,1
169766,8648,5,3
169766,27050,4,12
169766,6312,1,34
169766,3095,1,68
169766,25418,2,1
169766,28353,2,1
169766,14524,2,4
169766,3812,1,12
169766,3812,2,13
169766,8609,5,2
169766,17211,2,3
169766,17211,3,1
169766,17211,4,6
169766,2877,4,12
169766,10065,4,12
169766,25197,2,4
169766,6027,3,4
169766,6027,4,1
169766,26466,1,10
169766,17023,2,3
169766,7100,3,4
169766,4294,2,2
169766,7567,4,5
169766,8156,4,13
169766,22179,2,6
169766,18456,2,16
169766,18456,5,8
169766,17454,1,1
169766,17454,4,1
169766,16423,1,27
169766,18489,1,1
169766,11577,3,1
169766,13315,2,2
169766,27013,1,9
169766,22808,2,4
169766,25178,2,14
169766,10072,2,2
169766,12469,2,3
169766,26899,4,21
169766,1916,3,1
169766,12219,2,1
169766,725,1,21
169766,14627,2,2
169766,14627,3,1
169766,6882,2,1
169766,26696,2,2
169766,783,4,4
169766,14715,4,12
169766,26084,4,12
169766,15802,1,87
169766,18886,3,1
169766,15753,4,1
169766,29673,2,10
169766,21127,2,2
169766,8136,2,10
169766,4306,5,1
169766,539,1,1
169766,539,2,2
169766,23379,1,1
169766,23379,2,5
169766,358,4,9
169766,23776,2,3
169766,19831,4,2
169766,21378,2,3
169766,23217,4,1
169766,8561,2,1
169766,13641,3,12
169766,13641,4,12
169766,18244,1,83
169766,6499,3,1
169766,6499,4,10
169766,17042,4,3
169766,23335,2,12
169766,20710,2,48
169766,22310,4,1
169766,26685,4,23
169766,28567,2,12
169766,24805,2,3
169766,21396,2,12
169766,15959,1,35
169766,15959,3,1
169766,6926,4,1
169766,23694,3,1
169766,17898,2,2
169766,476,3,2
169766,476,5,3
169766,4987,1,2
169766,7664,3,7
169766,17078,1,14
169766,3147,1,5
169766,1977,4,5
169766,29157,1,11
169766,20139,1,2
169766,18482,3,2
169766,26753,4,12
169766,14246,1,1
169766,19826,3,1
169766,26005,4,2
169766,12613,2,7
169766,7786,1,1
169766,28433,1,6
169766,15355,2,3
169766,21710,2,2
169766,23707,3,6
169766,15113,4,2
169766,7970,4,16
169766,27456,2,4
169766,26336,2,5
169766,22160,2,1
169766,7160,3,4
169766,14457,1,15
169766,15625,4,1
169766,23962,2,11
169766,20501,1,11
169766,21771,4,8
169766,1401,2,5
169766,758,4,4
169766,11840,1,34
169766,19622,2,12
169766,29443,2,2
169766,11,1,51
169766,2919,2,8
169766,3041,3,1
169766,510,1,4
169766,7994,2,2
169766,24892,4,1
169766,20851,3,12
169766,19531,4,12
169766,9629,1,3
169766,3481,4,7
169766,18052,1,8
169766,18052,3,10
169766,15639,1,2
169766,15639,4,1
169766,13917,2,6
169766,503,2,1
169766,6147,2,3
169766,11372,2,10
169766,11372,3,5
169766,7064,2,1
169766,1201,3,20
169766,9149,3,6
169766,11230,1,1
169766,25994,1,1
169766,22495,2,3
169766,24142,3,3
169766,5525,2,2
169766,24412,1,2
169766,24412,3,1
169766,17772,2,12
169766,28004,4,4
169766,23947,2,1
169766,23947,5,1
169766,29096,1,3
169766,13358,3,1
169766,5965,3,1
171732,26865,2,3
171732,5928,4,3
171732,18146,1,1
171732,8110,3,1
171732,19880,2,1
171732,7564,1,88
171732,8609,1,82
171732,24868,4,1
171732,25197,3,4
171732,19922,1,1
171732,20443,2,2
171732,20464,2,3
171732,13393,3,1
171732,5943,2,1
171732,27344,1,1
171732,28522,2,1
171732,22179,4,1
171732,17454,4,1
171732,4712,4,1
171732,3581,4,1
171732,3581,5,1
171732,18489,3,1
171732,13815,1,89
171732,29551,2,1
171732,3052,1,1
171732,19143,2,1
171732,22527,1,2
171732,10072,2,1
171732,26899,2,1
171732,20085,3,3
171732,11912,5,1
171732,11070,4,5
171732,22895,4,1
171732,24510,1,1
171732,16440,2,1
171732,26084,4,1
171732,19512,1,31
171732,18886,2,2
171732,21127,2,3
171732,8136,3,1
171732,4306,3,1
171732,16502,4,1
171732,19831,3,1
171732,12381,4,2
171732,20925,2,1
171732,28312,3,1
171732,23217,1,67
171732,15456,1,3
171732,15456,3,1
171732,14084,1,1
171732,24510,2,2
171732,19561,1,1
171732,9385,4,7
171732,26685,3,2
171732,8222,1,3
171732,9976,4,1
171732,19564,4,1
171732,24845,5,1
171732,5834,1,12
171732,5834,4,1
171732,17740,1,58
171732,15905,3,1
171732,1977,4,2
171732,9291,1,82
171732,4348,1,76
171732,5864,1,65
171732,15500,3,1
171732,6242,1,80
171732,23661,1,16
171732,19826,3,2
171732,15911,3,4
171732,1493,3,1
171732,9481,3,1
171732,23691,3,1
171732,224,4,2
171732,15113,2,2
171732,7970,2,1
171732,27456,1,1
171732,8555,5,1
171732,23704,1,37
171732,14457,1,44
171732,14457,4,2
171732,11843,2,1
171732,4341,1,31
171732,1736,4,2
171732,21286,1,63
171732,9674,1,2
171732,22133,1,89
171732,20288,1,17
171732,20288,3,2
171732,3822,4,1
171732,29443,1,71
171732,28833,1,2
171732,28833,2,1
171732,510,1,64
171732,28201,3,1
171732,1749,4,1
171732,7712,4,1
171732,20851,2,1
171732,8382,3,1
171732,8727,1,1
171732,4129,1,3
171732,4129,2,3
171732,29545,4,3
171732,3481,1,1
171732,18052,3,1
171732,17658,1,2
171732,1738,5,1
171732,13968,1,1
171732,27674,1,88
171732,27674,2,1
171732,7064,4,2
171732,7064,5,1
171732,3253,4,3
171732,5329,3,1
171732,21425,4,7
171732,19805,3,1
171732,19805,4,2
171732,22083,4,2
171732,28081,3,4
171732,7125,2,1
171732,22495,3,1
171732,3568,1,2
171732,5732,3,1
171732,13358,4,2
173409,20818,1,27
173409,7195,1,45
173409,28353,1,59
173409,22300,1,1
173409,9738,2,1
173409,21789,5,1
173409,13484,1,1
173409,13484,3,2
173409,19410,2,4
173409,18886,2,5
173409,21127,2,2
173409,10503,2,1
173409,5143,2,1
173409,13916,1,92
173409,13916,2,2
173409,19894,4,6
173409,25,2,2
173409,25,3,1
173409,8649,1,2
173409,8649,3,1
173409,25833,1,58
173409,23595,1,1
173409,8071,4,1
173409,18736,1,5
173409,5651,3,1
173409,17056,3,1
173409,19531,2,5
173409,29545,3,2
173409,3481,1,1
173409,3337,3,2
173409,4091,3,3
173409,18557,2,3
173409,8692,1,67
175059,10575,2,1
175059,5928,2,6
175059,23128,2,1
175059,12420,5,1
175059,6312,1,91
175059,3095,2,4
175059,3344,2,4
175059,3344,4,7
175059,3812,1,37
175059,3812,2,7
175059,8609,2,3
175059,22300,1,90
175059,17558,2,3
175059,2877,1,2
175059,16217,2,3
175059,12103,2,7
175059,8685,3,2
175059,28777,2,1
175059,25087,1,1
175059,7100,4,3
175059,13393,4,2
175059,27344,5,7
175059,10498,4,9
175059,4909,2,4
175059,4294,4,4
175059,10184,2,1
175059,3581,4,12
175059,18489,3,2
175059,29551,3,1
175059,11577,1,30
175059,3052,2,1
175059,18924,4,3
175059,27013,4,3
175059,22527,5,4
175059,11630,4,1
175059,8723,5,1
175059,6882,2,1
175059,13732,2,1
175059,9098,2,2
175059,19410,4,3
175059,20085,1,1
175059,24092,3,5
175059,8676,3,2
175059,1636,1,1
175059,19512,2,1
175059,21127,2,1
175059,10503,2,1
175059,10503,5,1
175059,25082,5,1
175059,16502,4,4
175059,9363,4,1
175059,23929,2,2
175059,23667,2,1
175059,12401,4,6
175059,24300,1,2
175059,24341,3,2
175059,20928,4,2
175059,6535,2,3
175059,15456,2,3
175059,12351,2,1
175059,19894,4,6
175059,21586,4,2
175059,13641,2,4
175059,4618,2,1
175059,28535,4,2
175059,14849,2,3
175059,12527,4,8
175059,15521,2,15
175059,10938,3,1
175059,27727,5,1
